TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-53322-2025","2025-12-19 10:50:35","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","740000","38.08","38.08","Studio","P3-29","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Pearl House I by Imtiaz"
"11-53323-2025","2025-12-19 10:49:03","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","3750000","77.98","77.98","1 B/R","B3-111","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","The Address Residence-Fountain Views"
"11-53324-2025","2025-12-19 10:34:42","Sales","Sale","Ready","Free Hold","Residential","Zaabeel First","Unit","Flat","6800000","139.07","139.07","1 B/R","B3-31","","","","0","0","","One Za'abeel"
"11-53325-2025","2025-12-19 10:51:30","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","4250000","124.07","124.07","2 B/R","G-05","Dubai Marina","Marina Mall","Burj Al Arab","0","0","","LIV MARINA"
"11-53327-2025","2025-12-19 14:35:59","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Hotel Apartment","1200000","85.3","85.3","1 B/R","P1-10","","","Motor City","0","0","","DAMAC HILLS - ARTESIA"
"11-53328-2025","2025-12-19 11:52:43","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","3100000","201.62","201.62","3 B/R","B741- B742","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
"11-53329-2025","2025-12-19 14:53:32","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","2850000","174","174","3 B/R","","","","","0","0","","MAHA TOWNHOUSES "
"11-53330-2025","2025-12-19 11:00:17","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","750000","88.31","88.31","1 B/R","B1-51","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- AUTUMN"
"11-53331-2025","2025-12-19 11:33:02","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1200000","103.22","103.22","1 B/R","416","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","WINDSOR MANOR"
"11-53333-2025","2025-12-19 11:27:53","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Land","Residential","3100000","240","240","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"11-53334-2025","2025-12-19 10:50:18","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","3250000","156","156","3 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","LILAC PARK"
"11-53335-2025","2025-12-19 10:59:25","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2920000","144.8","144.8","2 B/R","B1-203","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","29 BOULEVARD"
"11-53336-2025","2025-12-19 11:17:17","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","3050000","187.92","187.92","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"11-53337-2025","2025-12-19 11:36:48","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","770000","68.64","68.64","1 B/R","G-12","Dubai Internet City","","Motor City","0","0","","GLITZ RESIDENCE 3"
"11-53338-2025","2025-12-19 11:14:34","Sales","Sale","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","875000","48.38","48.38","Studio","P2-49","Al Jadaf Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL WALEED GARDEN 2"
"11-53339-2025","2025-12-19 11:30:51","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","675000","35.82","35.82","Studio","B2-35","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 10"
"11-53340-2025","2025-12-19 11:41:11","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2850000","111.35","111.35","2 B/R","M-17","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","BAY CENTRAL WEST & CENTRAL TOWERS"
"11-53341-2025","2025-12-19 11:31:10","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","810000","45.72","45.72","Studio","P3-18","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","ELITE BUSINESS BAY RESIDENCE"
"11-53343-2025","2025-12-19 11:39:14","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","750000","44.64","44.64","Studio","1","Marina Mall Metro Station","Marina Mall","Burj Al Arab","0","0","","ARMADA TOWERS"
"11-53344-2025","2025-12-19 14:24:59","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","360000","42.74","42.74","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","","INTERNATIONAL CITY EMARATI"
"11-53345-2025","2025-12-19 12:27:54","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","600000","59.92","59.92","Studio","45 B","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","DIAMOND VIEWS 1"
"11-53346-2025","2025-12-19 11:30:12","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","615000","54.17","54.17","Studio","B-5","","","Motor City","0","0","","DAMAC HILLS - GOLF PANORAMA"
"11-53347-2025","2025-12-19 12:30:36","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Sixth","Building","Villa","3650000","168","168","3 B/R","","","","","0","0","","Mudon Al Ranim 3"
"11-53348-2025","2025-12-19 11:49:44","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","845000","91","91","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-53349-2025","2025-12-19 11:47:41","Sales","Sale","Ready","Free Hold","Residential","Jabal Ali First","Land","Residential","4300000","244.38","244.38","","","","","","0","0","","MUROOJ ALFURJAN WEST"
"11-53351-2025","2025-12-19 15:19:07","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","8350000","621.95","621.95","","","","","","0","0","","Tilal AL Furjan- Phase Two"
"11-53353-2025","2025-12-19 14:33:32","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","600000","39.24","39.24","Studio","P2-83","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Jewelz Residence"
"11-53354-2025","2025-12-19 12:00:54","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","470000","44.73","44.73","Studio","G-29","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-53355-2025","2025-12-19 12:55:44","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1550000","133.69","133.69","2 B/R","102-103","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","",""
"11-53356-2025","2025-12-19 14:00:50","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1400000","98.56","98.56","1 B/R","B-76","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-53357-2025","2025-12-19 12:12:40","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","1235000","91.82","91.82","2 B/R","B-24","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","STARZ TOWER by DANUBE"
"11-53358-2025","2025-12-19 12:17:42","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","650000","33.27","33.27","Studio","B1-57","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 33"
"11-53361-2025","2025-12-19 14:06:44","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1680000","131.9","131.9","3 B/R","P-94 , P-30 ","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"11-53362-2025","2025-12-19 12:26:56","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1015000","64.47","64.47","1 B/R","P2-147","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Amber"
"11-53363-2025","2025-12-19 13:29:46","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1550000","75.23","75.23","1 B/R","B-380","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL HABTOOR CITY"
"11-53364-2025","2025-12-19 12:27:16","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Building","Villa","2900000","165.73","165.73","3 B/R","","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","",""
"11-53365-2025","2025-12-19 13:23:44","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1450000","89.14","89.14","1 B/R","P2-88","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","ELITE RESIDENCE"
"11-53366-2025","2025-12-19 12:47:46","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1060000","72.27","72.27","1 B/R","P2-123","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Azure"
"11-53367-2025","2025-12-19 14:39:42","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2900000","149.54","149.54","2 B/R","B1-91","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","ROYAL OCEANIC TOWER"
"11-53371-2025","2025-12-19 13:20:09","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Hotel Apartment","990000","37.21","37.21","Studio","P3-178","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","PRIVE BY DAMAC"
"11-53372-2025","2025-12-19 14:05:42","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","535000","32.63","32.63","Studio","P-211","","","Dubai Cycling Course","0","0","","UNA"
"11-53373-2025","2025-12-19 13:14:56","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","5700000","271.13","271.13","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"11-53374-2025","2025-12-19 14:24:44","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","5000000","178.9","178.9","3 B/R","G081-2","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"11-53375-2025","2025-12-19 15:10:11","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","585000","41.76","41.76","Studio","P3-109","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","TOWER 108"
"11-53376-2025","2025-12-19 15:50:44","Sales","Sale","Ready","Free Hold","Residential","JABEL ALI HILLS","Land","","3584382.4","900","900","","","","","Dubai Parks and Resorts","0","0","",""
"11-53377-2025","2025-12-19 14:53:49","Sales","Sale","Ready","Free Hold","Residential","JABEL ALI HILLS","Land","","3584301","899.98","899.98","","","","","Dubai Parks and Resorts","0","0","",""
"11-53378-2025","2025-12-19 15:35:54","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1241650","116.86","116.86","2 B/R","G-96","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Divine Living"
"11-53379-2025","2025-12-19 15:45:51","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2564375","167.57","167.57","2 B/R","P2-25","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Orchid"
"11-53380-2025","2025-12-19 17:57:36","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1240000","95.19","95.19","Office","1","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ARMADA TOWERS"
"11-53384-2025","2025-12-19 20:25:05","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","950000","41.7","41.7","Studio","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","PRIVE BY DAMAC"
"11-53385-2025","2025-12-19 19:04:03","Sales","Sale","Ready","Free Hold","Residential","MINA RASHID","Unit","Flat","2500000","116.15","116.15","2 B/R","G-003","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Seagate"
"11-53386-2025","2025-12-19 21:54:28","Sales","Sale","Ready","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Flat","660850","33.2","33.2","Studio","B2-24","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Alexis Tower"
"11-53387-2025","2025-12-19 22:39:08","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1424998.75","70.23","70.23","1 B/R","B1-06","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Aurora"
"11-53388-2025","2025-12-20 09:39:11","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","615000","39.01","39.02","Studio","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","LAKE VIEW"
"11-53389-2025","2025-12-20 12:30:53","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2150000","128.04","128.04","2 B/R","P162","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","SULAFA TOWER"
"11-53390-2025","2025-12-20 09:48:12","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","775000","64.61","64.61","1 B/R","G-236","","","Dubai Cycling Course","0","0","","HAYAT BOULEVARD"
"11-53391-2025","2025-12-20 13:55:20","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","780000","38.23","38.23","Studio","B-123","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","Oxford Gardens"
"11-53392-2025","2025-12-20 12:22:40","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1725000","174.8","174.8","","","","","","0","0","","DAMAC HILLS (2) - CENTAURY "
"11-53393-2025","2025-12-20 11:53:49","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","860000","174.79","174.79","","","","","","0","0","",""
"11-53394-2025","2025-12-20 13:08:33","Sales","Sale","Ready","Free Hold","Residential","TECOM SITE A","Unit","Flat","4462622.77","184.3","184.3","2 B/R","P2-44, P2-45","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","",""
"11-53395-2025","2025-12-20 13:10:17","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2000000","85.28","85.28","1 B/R","B-2615","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-53396-2025","2025-12-20 11:37:42","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1371840","78.89","78.89","1 B/R","P2-30","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"11-53397-2025","2025-12-20 11:43:11","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1371840","78.89","78.89","1 B/R","P2-31","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"11-53398-2025","2025-12-20 11:47:00","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1371840","78.89","78.89","1 B/R","P2-36","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"11-53399-2025","2025-12-20 12:52:12","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Building","Villa","10000000","977.88","977.88","4 B/R","","Dubai Internet City","Mall of the Emirates","Motor City","0","0","",""
"110-907-2025","2025-12-19 10:52:29","Sales","Lease to Own Registration","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","3200000","137.3","137.3","2 B/R","B2-096","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","0","0","","Park Gate Residences"
"110-907-2025","2025-12-19 10:52:29","Mortgage","Lease to Own Registration","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","2560000","137.3","137.3","2 B/R","B2-096","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","0","0","","Park Gate Residences"
"110-909-2025","2025-12-19 12:24:02","Mortgage","Lease to Own Registration","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Unit","Flat","880000","122.91","122.91","1 B/R","G-1331","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL KHAIL HEIGHTS"
"110-909-2025","2025-12-19 12:24:02","Sales","Lease to Own Registration","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Unit","Flat","1100000","122.91","122.91","1 B/R","G-1331","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL KHAIL HEIGHTS"
"110-910-2025","2025-12-19 12:42:44","Mortgage","Lease to Own Registration","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","760000","52.88","52.88","1 B/R","","","","","0","0","","Rukan 3"
"110-910-2025","2025-12-19 12:42:44","Sales","Lease to Own Registration","Ready","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","950000","52.88","52.88","1 B/R","","","","","0","0","","Rukan 3"
"120-1004-2025","2025-12-18 19:26:11","Gifts","Grant Pre-Registration","Off-Plan","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","32003051.85","406.45","406.45","4 B/R","3","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","Six Senses Residences The Palm, Dubai"
"120-1017-2025","2025-12-18 17:36:31","Gifts","Grant Pre-Registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","720000.54","35.78","35.78","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Elitz 3 By Danube "
"13-36863-2025","2025-12-19 15:08:51","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","788000","41.39","41.39","Studio","B4-138","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","BAY CENTRAL WEST & CENTRAL TOWERS"
"13-36920-2025","2025-12-18 16:44:44","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","","1500000","1143.73","1143.73","","","","","","0","0","",""
"13-36921-2025","2025-12-18 17:59:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Unit","Flat","1290000","134.63","134.63","3 B/R","P-233, P-234","","","Motor City","0","0","","Mudon Views"
"13-36970-2025","2025-12-19 10:51:24","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","1057732","111.66","111.66","2 B/R","G-48","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"13-36981-2025","2025-12-19 15:31:08","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","740000","71.63","71.63","1 B/R","G-60","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","",""
"13-36982-2025","2025-12-19 11:55:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1920000","154.59","154.59","2 B/R","DMCC 3250","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"13-37017-2025","2025-12-18 16:26:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1280000","130.65","130.65","2 B/R","B3-128","Damac Properties","Marina Mall","Burj Al Arab","0","0","","LAKE SHORE TOWER"
"13-37032-2025","2025-12-18 15:43:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1600000","174.82","174.82","","","","","","0","0","","DAMAC HILLS (2) - PRIMROSE"
"13-37033-2025","2025-12-19 10:55:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SUSTAINABLE CITY","Building","Villa","3745000","216.51","216.51","4 B/R","","","","Dubai Cycling Course","0","0","","THE SUSTAINABLE CITY"
"13-37034-2025","2025-12-19 09:23:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","396000","59.48","59.48","1 B/R","B-63","","","Expo 2020 Site","0","0","","The Pulse Residence Plaza"
"13-37041-2025","2025-12-18 15:47:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","3520000","333.54","333.54","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 3"
"13-37044-2025","2025-12-18 15:57:33","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2730000","193.21","193.21","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 11"
"13-37045-2025","2025-12-18 15:21:53","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2940000","219.6","219.6","","","","","","0","0","","DAMAC LAGOONS - SANTORINI (1)"
"13-37046-2025","2025-12-18 16:20:18","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","1880000","69.89","69.89","1 B/R","B3-132","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","VIDA RESIDENCE DOWNTOWN DUBAI"
"13-37048-2025","2025-12-18 16:45:23","Mortgage","Mortgage Registration","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","6216000","495.76","495.76","","","","","","0","0","","Tilal AL Furjan- Phase Two"
"13-37050-2025","2025-12-18 15:52:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1200000","112.65","112.65","2 B/R","G-68","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Divine Living"
"13-37051-2025","2025-12-18 16:10:21","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","812000","63.06","63.06","1 B/R","P-03","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","PEARLZ by Danube"
"13-37052-2025","2025-12-18 16:14:24","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","951466","80.63","80.63","1 B/R","B2-031","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","WEST FIVE BUSINESS BAY RESIDENCES"
"13-37054-2025","2025-12-18 18:46:04","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","2000000","156.29","156.29","3 B/R","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","WESTAR LES MAISONETTES"
"13-37055-2025","2025-12-18 20:37:58","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Land","Residential","3700000","472.5","472.5","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Sidra 3"
"13-37056-2025","2025-12-19 00:46:49","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1653600","162.11","162.11","3 B/R","P2-28,P2-30","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Marwa Heights"
"13-37057-2025","2025-12-19 09:52:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN AVENUE","Unit","Flat","780000","78.89","78.89","1 B/R","G-106","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Prime Views"
"13-37058-2025","2025-12-19 10:28:47","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2340000","167.88","167.88","3 B/R","B1-245,B1-246","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Five"
"13-37059-2025","2025-12-19 10:02:25","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","864000","50.34","50.34","Studio","G-80","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","WILTON PARK RESIDENCES "
"13-37060-2025","2025-12-19 11:38:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1530000","85.45","85.45","2 B/R","GF-64","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula One"
"13-37061-2025","2025-12-19 09:56:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2665000","153.08","153.08","3 B/R","B1-86, B1-87","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Island Park I "
"13-37062-2025","2025-12-19 10:20:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2800000","150.46","150.46","3 B/R","P2-096 , P2-097","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","CREEKSIDE 18"
"13-37064-2025","2025-12-19 15:28:51","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Warqa Fourth","Land","","1075000","1115.51","1115.51","","","","","","0","0","",""
"13-37065-2025","2025-12-19 10:15:44","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1200000","112.24","112.24","","","","","","0","0","","DAMAC HILLS (2) - MIMOSA "
"13-37066-2025","2025-12-19 10:57:38","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MAJAN","Unit","Flat","572000","48.78","48.78","Studio","P3-163","","","IMG World Adventures","0","0","",""
"13-37067-2025","2025-12-19 10:22:11","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","816000","73.75","73.75","1 B/R","B-47","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Phoenix"
"13-37068-2025","2025-12-19 10:11:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Land","Residential","1300000","183.74","183.74","","","","","Dubai Cycling Course","0","0","","Arabella 3"
"13-37069-2025","2025-12-19 10:43:20","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","3520000","392.41","392.41","","","","","Motor City","0","0","","DAMAC HILLS - BROOKFIELD-1"
"13-37070-2025","2025-12-19 13:00:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","7350000","620.96","620.96","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
